連番1	連番2	連番3	所要区分	親指図番号	割当(WBS)	受注伝票	入出庫番号	入庫保管場所	親品目コード	親品目テキスト	原価センタテキスト	出荷伝票	出庫数量	親MRP管理者	親指図計画開始日	親指図計画終了日	BOM明細番号	子指図番号	子品目コード	子品目テキスト	所要日	所要残数	在庫数	在庫引当	所要引当残数	子MRP管理者	購買発注番号	子指図計画開始日	子指図計画終了日	計画数量	計画引当	計画引当残数	作業区４	作業区５	払出完了	進捗	工程(子)	C	A	C,A以外	作業0020時間(分)	作業0030時間(分)	作業0040時間(分)	作業0050時間(分)	作業0060時間(分)	検査	標準原価	指図テキスト
0000001507	0000000002		製造指図出庫	50120531			8186587-0072	1120	P0A579100	WK-5791			1.000	PC1	2025/08/28	2025/09/18	0880		P0A476400	FK-4764 ﾀﾞｲｵｰﾄﾞRB-156	2025/08/28	2.000	403.000	2.000	0.000																						456.000000	
0000001508	0000000003		製造指図出庫	50120566			8185623-0011	1120	971030136	GK-1093BT1 ｹ-ｽｲﾘ			1.000	PC1	2025/09/19	2025/10/09	0420		P0A476400	FK-4764 ﾀﾞｲｵｰﾄﾞRB-156	2025/09/19	1.000	403.000	1.000	0.000																						456.000000	
0000001509	0000000001		製造指図出庫	40161281	G-0336374-10	336374-0010	8036835-0024		A00A2087700	SCA24-20-100VC			1.000	B50	2025/09/26	2025/10/20	0230		P0A481100	GK-4811 ﾊﾟﾙｽﾄﾗﾝｽ	2025/09/26	2.000	11.000	2.000	0.000																						4,016.000000	
0000001510	0000000001		製造指図出庫	10133776			8183167-0011	1210	U0A860900	SSA500-UNITﾌﾞﾘｯｼﾞ2P Fﾅｼ			1.000	CX9	2025/10/20	2025/11/11	0130		P0A481102	GK-4811S02 ﾊﾟﾙｽﾄﾗﾝｽ	2025/10/20	6.000	10.000	6.000	0.000																						2,366.000000	
0000001511	0000000002		製造指図出庫	40163164	I-0324920-10-01-04		8090481-0058		A00A1995201	SIT20SGD/SKS300(RF)			1.000	C28	2025/12/03	2026/01/28	0580		P0A481102	GK-4811S02 ﾊﾟﾙｽﾄﾗﾝｽ	2025/12/03	3.000	10.000	3.000	0.000																						2,366.000000	
0000001512	0000000003		製造指図出庫	40163141	I-0330962-10-01-04		8090455-0051		A00A2038801	SIT20SGD/SKS300(RF)			1.000	C28	2025/12/10	2026/02/10	0510		P0A481102	GK-4811S02 ﾊﾟﾙｽﾄﾗﾝｽ	2025/12/10	3.000	10.000	1.000	2.000																						2,366.000000	
0000001513	0000000001	0000000001	在庫転送				8163315-0100	1941					157.000					50120026	P0A481900	WK-4819E DETECT PCB	2025/09/19	157.000	0.000	0.000	157.000	PC1		2025/08/20	2025/09/09	120.000	120.000	0.000	A0801	A0802	＊	＊＊＊○＊○○－		20,640	240	720	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	
0000001514	0000000001	0000000002	在庫転送				8163315-0100	1941					157.000					50120317	P0A481900	WK-4819E DETECT PCB	2025/09/19	157.000	0.000	0.000	157.000	PC1		2025/10/07	2025/10/28	52.000	37.000	15.000	A0801	A0802	○	○○○○○○○－		8,944	104	312	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川向けSR350先行手配
0000001515	0000000002	0000000002	製造指図出庫	10133434			8163266-0120	1911	A00A1511801	NW-150AH-5 CQC			20.000	B10	2025/10/10	2025/11/07	0490	50120317	P0A481900	WK-4819E DETECT PCB	2025/10/10	20.000	0.000	0.000	20.000	PC1		2025/10/07	2025/10/28	52.000	15.000	0.000	A0801	A0802	○	○○○○○○○－		8,944	104	312	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川向けSR350先行手配
0000001516	0000000002	0000000003	製造指図出庫	10133434			8163266-0120	1911	A00A1511801	NW-150AH-5 CQC			20.000	B10	2025/10/10	2025/11/07	0490	50120372	P0A481900	WK-4819E DETECT PCB	2025/10/10	20.000	0.000	0.000	20.000	PC1		2025/10/21	2025/11/11	100.000	5.000	95.000	A0801	A0802	○	○○○○○○○－		17,200	200	600	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川電機向けSR350 100台先行手配
0000001517	0000000003	0000000003	在庫転送				8182189-0100	1142					149.000					50120372	P0A481900	WK-4819E DETECT PCB	2025/10/30	49.000	0.000	0.000	49.000	PC1		2025/10/21	2025/11/11	100.000	49.000	46.000	A0801	A0802	○	○○○○○○○－		17,200	200	600	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川電機向けSR350 100台先行手配
0000001518	0000000004	0000000003	製造指図出庫	10133620			8177403-0120	1911	A00A1511801	NW-150AH-5 CQC			10.000	B10	2025/11/14	2025/12/05	0490	50120372	P0A481900	WK-4819E DETECT PCB	2025/11/14	10.000	0.000	0.000	10.000	PC1		2025/10/21	2025/11/11	100.000	10.000	36.000	A0801	A0802	○	○○○○○○○－		17,200	200	600	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川電機向けSR350 100台先行手配
0000001519	0000000005	0000000003	製造指図出庫	10133621			8177404-0120	1911	A00A1511801	NW-150AH-5 CQC			10.000	B10	2025/12/08	2025/12/25	0490	50120372	P0A481900	WK-4819E DETECT PCB	2025/12/08	10.000	0.000	0.000	10.000	PC1		2025/10/21	2025/11/11	100.000	10.000	26.000	A0801	A0802	○	○○○○○○○－		17,200	200	600	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川電機向けSR350 100台先行手配
0000001520	0000000006	0000000003	製造指図出庫	10133435			8163267-0121	1911	A00A1511901	NW-350AH-5 CQC			10.000	B10	2025/12/15	2026/01/16	0510	50120372	P0A481900	WK-4819E DETECT PCB	2025/12/15	10.000	0.000	0.000	10.000	PC1		2025/10/21	2025/11/11	100.000	10.000	16.000	A0801	A0802	○	○○○○○○○－		17,200	200	600	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川電機向けSR350 100台先行手配
0000001521	0000000007	0000000003	製造指図出庫	10133436			8163268-0121	1911	A00A1511901	NW-350AH-5 CQC			10.000	B10	2026/01/14	2026/02/06	0510	50120372	P0A481900	WK-4819E DETECT PCB	2026/01/14	10.000	0.000	0.000	10.000	PC1		2025/10/21	2025/11/11	100.000	10.000	6.000	A0801	A0802	○	○○○○○○○－		17,200	200	600	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川電機向けSR350 100台先行手配
0000001522	0000000008	0000000003	製造指図出庫	10133497			8169748-0120	1911	A00A1511801	NW-150AH-5 CQC			20.000	B10	2026/02/06	2026/03/09	0490	50120372	P0A481900	WK-4819E DETECT PCB	2026/02/06	20.000	0.000	0.000	20.000	PC1		2025/10/21	2025/11/11	100.000	6.000	0.000	A0801	A0802	○	○○○○○○○－		17,200	200	600	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	安川電機向けSR350 100台先行手配
0000001523	0000000008	0000000004	製造指図出庫	10133497			8169748-0120	1911	A00A1511801	NW-150AH-5 CQC			20.000	B10	2026/02/06	2026/03/09	0490	50120283	P0A481900	WK-4819E DETECT PCB	2026/02/06	20.000	0.000	0.000	20.000	PC1		2026/01/16	2026/02/05	40.000	14.000	26.000	A0801	A0802	○	○○○○○○○－		6,880	80	240	0.000	42.000	36.000	4.000	0.000	C	3,451.000000	日溶工　NW先行手配
0000001524	0000000001	0000000001	在庫転送				7971760-0100	1941					240.000					50110629	P0A484008	WK-4840C U08 HF_PCB ROHS	2025/09/12	237.000	0.000	0.000	237.000	PC1		2024/07/16	2025/09/09	240.000	237.000	3.000	A0801	A0802	＊	＊＊○＊＊○○○		0	2,640	5,522	0.000	0.000	0.000	0.000	20.000		4,414.000000	1PCSはSSL向け不良対応
0000001525	0000000001		製造指図出庫	50120217			8172784-0010	1120	P0A488100	WK-4881 PILOT SW2			20.000	PC1	2025/09/11	2025/10/02	0160		P0A486600	WK-4866 A PILOT SW SUB	2025/09/11	20.000	20.000	20.000	0.000																						4,619.000000	
0000001526	0000000001		製造指図出庫	60016623	K-0000322-01-07		8149776-0038		A00A2113900				1.000	B40	2025/09/05	2025/09/26	X038		P0A487400	MK-4874 CON. PCB1	2025/09/05	1.000	12.000	1.000	0.000																						1,477.000000	
0000001527	0000000002		製造指図出庫	40165311	M-0345640-10	345640-0010	8164778-0156		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/14	2025/10/29	1550		P0A487400	MK-4874 CON. PCB1	2025/10/14	2.000	12.000	2.000	0.000																						1,477.000000	
0000001528	0000000003		製造指図出庫	40165443	M-0346001-10	346001-0010	8171022-0156		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/14	2025/10/29	1550		P0A487400	MK-4874 CON. PCB1	2025/10/14	2.000	12.000	2.000	0.000																						1,477.000000	
0000001529	0000000004		製造指図出庫	60016622	K-0000322-01-06		8149775-0121		A00A2113700				1.000	B40	2025/10/02	2025/10/29	X121		P0A487400	MK-4874 CON. PCB1	2025/10/17	1.000	12.000	1.000	0.000																						1,477.000000	
0000001530	0000000005		製造指図出庫	40164946	M-0344721-10	344721-0010	8154985-0100		A00A2125900	MRT-8003HPRPT1 CL			16.000	B50	2025/11/04	2025/12/24	0990		P0A487400	MK-4874 CON. PCB1	2025/11/04	16.000	12.000	6.000	10.000																						1,477.000000	
0000001531	0000000005	0000000001	製造指図出庫	40164946	M-0344721-10	344721-0010	8154985-0100		A00A2125900	MRT-8003HPRPT1 CL			16.000	B50	2025/11/04	2025/12/24	0990	50119518	P0A487400	MK-4874 CON. PCB1	2025/11/04	16.000	12.000	6.000	10.000	PC1		2025/09/24	2025/10/29	36.000	10.000	26.000	A0801	A0802	○	○○○○○○○○		0	0	72	0.000	0.000	0.000	0.000	0.000		1,477.000000	「上村工業～愛工機器製作所殿向け」先行手配
0000001532		0000000002																50120650	P0A487400	MK-4874 CON. PCB1			12.000			PC1		2025/09/25	2025/10/30	12.000	0.000	12.000	A0801	A0802	○	○○○○○○○－		0	0	24	0.000	0.000	0.000	0.000	0.000		1,477.000000	
0000001533	0000000001		製造指図出庫	40163620	M-0341528-10	341528-0010	8100234-0103		A00A1996100	MRT-30-300PL-A DN3			1.000	B50	2026/01/28	2026/02/18	1020		P0A487401	MK-4874 S01 CON. PCB1	2026/01/28	1.000	9.000	1.000	0.000																						1,201.000000	
0000001534		0000000001																50120488	P0A487401	MK-4874 S01 CON. PCB1			9.000			PC1		2025/09/04	2025/09/25	12.000	0.000	12.000	A0801	A0802	○	○○○○○○○○		0	0	24	0.000	0.000	0.000	0.000	0.000		1,201.000000	
0000001535	0000000001		製造指図出庫	60016623	K-0000322-01-07		8149776-0039		A00A2113900				1.000	B40	2025/09/05	2025/09/26	X039		P0A487500	MK-4875 CON. PCB2	2025/09/05	1.000	19.000	1.000	0.000																						1,077.000000	
0000001536	0000000002		製造指図出庫	40165311	M-0345640-10	345640-0010	8164778-0157		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/14	2025/10/29	1560		P0A487500	MK-4875 CON. PCB2	2025/10/14	2.000	19.000	2.000	0.000																						1,077.000000	
0000001537	0000000003		製造指図出庫	40165443	M-0346001-10	346001-0010	8171022-0157		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/14	2025/10/29	1560		P0A487500	MK-4875 CON. PCB2	2025/10/14	2.000	19.000	2.000	0.000																						1,077.000000	
0000001538	0000000004		製造指図出庫	60016622	K-0000322-01-06		8149775-0122		A00A2113700				1.000	B40	2025/10/02	2025/10/29	X122		P0A487500	MK-4875 CON. PCB2	2025/10/17	1.000	19.000	1.000	0.000																						1,077.000000	
0000001539	0000000005		製造指図出庫	40164946	M-0344721-10	344721-0010	8154985-0101		A00A2125900	MRT-8003HPRPT1 CL			16.000	B50	2025/11/04	2025/12/24	1000		P0A487500	MK-4875 CON. PCB2	2025/11/04	16.000	19.000	13.000	3.000																						1,077.000000	
0000001540	0000000005	0000000001	製造指図出庫	40164946	M-0344721-10	344721-0010	8154985-0101		A00A2125900	MRT-8003HPRPT1 CL			16.000	B50	2025/11/04	2025/12/24	1000	50119516	P0A487500	MK-4875 CON. PCB2	2025/11/04	16.000	19.000	13.000	3.000	PC1		2025/09/24	2025/10/29	36.000	3.000	33.000	A0801	A0802	○	○○○○○○○○		0	0	72	0.000	0.000	0.000	0.000	0.000		1,077.000000	「上村工業～愛工機器製作所殿向け」先行手配
0000001541	0000000001		製造指図出庫	40163620	M-0341528-10	341528-0010	8100234-0104		A00A1996100	MRT-30-300PL-A DN3			1.000	B50	2026/01/28	2026/02/18	1030		P0A487501	MK-4875 S01 CON. PCB2	2026/01/28	1.000	8.000	1.000	0.000																						1,220.000000	
0000001542		0000000001																50120489	P0A487501	MK-4875 S01 CON. PCB2			8.000			PC1		2025/09/04	2025/09/25	12.000	0.000	12.000	A0801	A0802	○	○○○○○○○○		0	0	24	0.000	0.000	0.000	0.000	0.000		1,220.000000	
0000001543	0000000001		製造指図出庫	60016623	K-0000322-01-07		8149776-0040		A00A2113900				1.000	B40	2025/09/05	2025/09/26	X040		P0A487801	MK-4878A U01 ﾙｯｸｽ(00) Ro	2025/09/05	12.000	227.000	12.000	0.000																						889.000000	
0000001544	0000000002		製造指図出庫	60016622	K-0000322-01-06		8149775-0025		A00A2113700				1.000	B40	2025/10/02	2025/10/29	X025		P0A487801	MK-4878A U01 ﾙｯｸｽ(00) Ro	2025/10/02	4.000	227.000	4.000	0.000																						889.000000	
0000001545	0000000003		製造指図出庫	40165311	M-0345640-10	345640-0010	8164778-0158		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/14	2025/10/29	1570		P0A487801	MK-4878A U01 ﾙｯｸｽ(00) Ro	2025/10/14	24.000	227.000	24.000	0.000																						889.000000	
0000001546	0000000004		製造指図出庫	40165443	M-0346001-10	346001-0010	8171022-0158		A00A2076700	MRT-800015HPR2 CL			2.000	B50	2025/10/14	2025/10/29	1570		P0A487801	MK-4878A U01 ﾙｯｸｽ(00) Ro	2025/10/14	24.000	227.000	24.000	0.000																						889.000000	
0000001547	0000000005		製造指図出庫	40164946	M-0344721-10	344721-0010	8154985-0102		A00A2125900	MRT-8003HPRPT1 CL			16.000	B50	2025/11/04	2025/12/24	1010		P0A487801	MK-4878A U01 ﾙｯｸｽ(00) Ro	2025/11/04	128.000	227.000	128.000	0.000																						889.000000	
0000001548		0000000001																50119514	P0A487801	MK-4878A U01 ﾙｯｸｽ(00) Ro			227.000			PC6		2025/09/04	2025/10/29	288.000	0.000	288.000			○	○－－－－－－－		0	0	2,592	0.000	0.000	0.000	0.000	0.000		889.000000	「上村工業～愛工機器製作所殿向け」先行手配
0000001549	0000000001		製造指図出庫	R345746			8169945-0017	1910	P0A488100	WK-4881 PILOT SW2			1.000	B70	2025/10/01	2025/10/07	0010		P0A488100	WK-4881 PILOT SW2	2025/10/01	1.000	3.000	1.000	0.000																						10,435.000000	
0000001550	0000000002		製造指図出庫	R346190			8173111-0017	1910	P0A488100	WK-4881 PILOT SW2			10.000	B70	2025/10/06	2025/10/10	0010		P0A488100	WK-4881 PILOT SW2	2025/10/06	10.000	3.000	2.000	8.000																						10,435.000000	
0000001551	0000000002	0000000001	製造指図出庫	R346190			8173111-0017	1910	P0A488100	WK-4881 PILOT SW2			10.000	B70	2025/10/06	2025/10/10	0010	50120217	P0A488100	WK-4881 PILOT SW2	2025/10/06	10.000	3.000	2.000	8.000	PC1		2025/09/11	2025/10/02	20.000	8.000	12.000	A0801	A0802	○	○○○○○○○○		0	180	280	0.000	0.000	0.000	0.000	24.000		10,435.000000	
0000001552	0000000003	0000000001	製造指図出庫	R346198			8173112-0017	1910	P0A488100	WK-4881 PILOT SW2			10.000	B70	2025/11/04	2025/11/11	0010	50120217	P0A488100	WK-4881 PILOT SW2	2025/11/04	10.000	3.000	0.000	10.000	PC1		2025/09/11	2025/10/02	20.000	10.000	2.000	A0801	A0802	○	○○○○○○○○		0	180	280	0.000	0.000	0.000	0.000	24.000		10,435.000000	
0000001553	0000000001		製造指図出庫	10132909			8103398-0014	1210	U00A0393900	&DDC UNIT 6P			1.000	CK9	2025/07/14	2025/09/22	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/07/14	1.000	33.000	1.000	0.000																						6,088.000000	
0000001554	0000000002		製造指図出庫	10133537			8170352-0014	1210	U00A0393900	&DDC UNIT 6P			4.000	CK9	2025/09/22	2025/10/06	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/09/22	4.000	33.000	4.000	0.000																						6,088.000000	
0000001555	0000000003		製造指図出庫	10133227			8146079-0014	1210	U00A0393900	&DDC UNIT 6P			2.000	CK9	2025/09/25	2025/10/10	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/09/25	2.000	33.000	2.000	0.000																						6,088.000000	
0000001556	0000000004		製造指図出庫	10133598			8175945-0014	1210	U00A0393900	&DDC UNIT 6P			3.000	CK9	2025/09/25	2025/10/10	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/09/25	3.000	33.000	3.000	0.000																						6,088.000000	
0000001557	0000000005		製造指図出庫	10133295			8153949-0014	1210	U00A0393900	&DDC UNIT 6P			4.000	CK9	2025/10/06	2025/10/16	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/10/06	4.000	33.000	4.000	0.000																						6,088.000000	
0000001558	0000000006		製造指図出庫	10133368			8155345-0014	1210	U00A0393900	&DDC UNIT 6P			3.000	CK9	2025/10/20	2025/11/04	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/10/20	3.000	33.000	3.000	0.000																						6,088.000000	
0000001559	0000000007		製造指図出庫	10133413			8160944-0014	1210	U00A0393900	&DDC UNIT 6P			3.000	CK9	2025/10/24	2025/11/10	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/10/24	3.000	33.000	3.000	0.000																						6,088.000000	
0000001560	0000000008		製造指図出庫	10133447			8163428-0014	1210	U00A0393900	&DDC UNIT 6P			3.000	CK9	2025/11/10	2025/11/21	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2025/11/10	3.000	33.000	3.000	0.000																						6,088.000000	
0000001561	0000000009		製造指図出庫	10133782			8183251-0015	1210	U00A0393901	&DDC UNIT 6P 110,220V			1.000	CK9	2026/01/19	2026/02/04	0080		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2026/01/19	1.000	33.000	1.000	0.000																						6,088.000000	
0000001562	0000000010		製造指図出庫	10133567			8173811-0014	1210	U00A0393900	&DDC UNIT 6P			10.000	CK9	2026/02/09	2026/02/20	0070		P0A498100	GK-4981 ﾘﾚｰ･ｺﾈｸﾀPC	2026/02/09	10.000	33.000	9.000	1.000																						6,088.000000	
0000001563	0000000001		製造指図出庫	40162944	G-0340082-30	340082-0030	8085666-0165		A00A2077300	柱上形SVG本体(7G)			1.000	CJ0	2025/10/16	2026/01/23	1640		P0A499400	GK-4994A SVG,AF CONTROL	2025/10/16	1.000	2.000	1.000	0.000																						69,296.000000	
0000001564	0000000002		製造指図出庫	40163861	G-0342003-10	342003-0010	8103791-0165		A00A2117400	柱上形SVG本体(7G)前田電機			1.000	CJ0	2025/10/16	2026/02/20	1640		P0A499400	GK-4994A SVG,AF CONTROL	2025/10/16	1.000	2.000	1.000	0.000																						69,296.000000	
0000001565	0000000003		製造指図出庫	30031914		346470-0010	8177160-0011	1910	ZSH	引取修理			1.000	C40	2026/01/09	2026/03/10	X010		P0A499400	GK-4994A SVG,AF CONTROL	2026/01/09	1.000	2.000	0.000	1.000																						69,296.000000	
0000001566	0000000004		製造指図出庫	40165783	G-0347683-10	347683-0010	8185562-0163		A00A2077300	柱上形SVG本体(7G)			1.000	CJ0	2026/03/04	2026/05/08	1620		P0A499400	GK-4994A SVG,AF CONTROL	2026/03/04	1.000	2.000	0.000	1.000																						69,296.000000	
0000001567	0000000001		製造指図出庫	10133741			8182144-0031	1210	U00A0247201	＆SDU-130RFC22N40-I			1.000	B10	2025/11/10	2025/11/26	0050		P0A505000	LK5050 RoHS	2025/11/10	1.000	359.000	1.000	0.000																						435.000000	
0000001568	0000000002		製造指図出庫	10133742			8182151-0023	1210	U00A0247401	＆SDU-140RFC11N50-I			2.000	B10	2025/11/10	2025/11/26	0050		P0A505000	LK5050 RoHS	2025/11/10	2.000	359.000	2.000	0.000																						435.000000	
0000001569	0000000003		製造指図出庫	10133747			8182156-0023	1210	U00A0250200	BKU-130RFC21N30-I			1.000	B10	2025/11/10	2025/11/26	0040		P0A505000	LK5050 RoHS	2025/11/10	1.000	359.000	1.000	0.000																						435.000000	
0000001570	0000000004		製造指図出庫	10133602			8175972-0030	1210	U00A0247001	＆SDU-120RFC21N30-I			1.000	B10	2025/11/17	2025/12/08	0050		P0A505000	LK5050 RoHS	2025/11/17	1.000	359.000	1.000	0.000																						435.000000	
0000001571	0000000005		製造指図出庫	10133603			8175973-0031	1210	U00A0247201	＆SDU-130RFC22N40-I			82.000	B10	2025/11/19	2025/12/10	0050		P0A505000	LK5050 RoHS	2025/11/19	82.000	359.000	82.000	0.000																						435.000000	
0000001572	0000000001		製造指図出庫	10133743			8182152-0030	1210	U00A0248101	&DLU-120RFC11N30-I			1.000	B10	2025/11/10	2025/11/26	0070		P0A505001	LK-5050 S01 RoHS	2025/11/10	1.000	61.000	1.000	0.000																						798.000000	
0000001573	0000000002		製造指図出庫	10133744			8182153-0030	1210	U00A0248301	＆DLU-130RFC12N40-I			1.000	B10	2025/11/10	2025/11/26	0070		P0A505001	LK-5050 S01 RoHS	2025/11/10	1.000	61.000	1.000	0.000																						798.000000	
0000001574	0000000003		製造指図出庫	10133745			8182154-0031	1210	U00A0248501	＆DLU-140RFC12N50-I			2.000	B10	2025/11/10	2025/11/26	0070		P0A505001	LK-5050 S01 RoHS	2025/11/10	2.000	61.000	2.000	0.000																						798.000000	
0000001575	0000000004		製造指図出庫	10133746			8182155-0027	1210	U00A0249301	&NDU-130RFC22N40-I			1.000	B10	2025/11/10	2025/11/26	0060		P0A505001	LK-5050 S01 RoHS	2025/11/10	1.000	61.000	1.000	0.000																						798.000000	
0000001576		0000000001																50119541	P0A505001	LK-5050 S01 RoHS			61.000			PC5		2025/12/18	2026/02/02	24.000	0.000	24.000			○	○－－－－－－－		0	0	120	0.000	0.000	0.000	0.000	0.000	C	798.000000	2025年10月～2026年4月　調光有力案件部材先手配
0000001577	0000000001		製造指図出庫	40163918	I-0326877-10-01-10		8105222-0010		U00A0329001	&LCD BLOCK NEXCO			1.000	C29	2025/07/11	2025/10/28	0100		P0A506600	IK-5066A LED/KEY PCB	2025/07/11	1.000	11.000	1.000	0.000																						9,146.000000	
0000001578	0000000002		製造指図出庫	40163946	I-0326879-10-01-10		8105253-0010		U00A0329001	&LCD BLOCK NEXCO			1.000	C29	2025/07/11	2025/11/07	0100		P0A506600	IK-5066A LED/KEY PCB	2025/07/11	1.000	11.000	1.000	0.000																						9,146.000000	
0000001579	0000000003		製造指図出庫	40163960	I-0326880-10-01-10		8105289-0010		U00A0329001	&LCD BLOCK NEXCO			1.000	C29	2025/07/11	2025/11/14	0100		P0A506600	IK-5066A LED/KEY PCB	2025/07/11	1.000	11.000	1.000	0.000																						9,146.000000	
0000001580		0000000001																50109945	P0A511900	LK-5119 RoHS			3.000			PC1		2025/09/10	2025/10/01	10.000	0.000	10.000	A0801	A0802	○	○○○○○○○○		0	0	50	0.000	0.000	0.000	0.000	0.000		1,153.000000	NHK砧K1ｽﾀｼﾞｵ(調光器盤2面) (4) 在庫3　先行手配分
0000001581	0000000001		出荷			6366444-0010						80923700-0010	1.000						P0A512202	CK-5122 S02 BUZZER DC100V	2025/10/21	1.000	8.000	1.000	0.000																						2,848.000000	
0000001582	0000000001		製造指図出庫	10133748			8182157-0022	1210	U00A0341600	FXP-RFC-4W-L-N16501			2.000	B10	2025/11/10	2025/11/26	0080		P0A512400	LK-5124 RoHS	2025/11/10	2.000	18.000	2.000	0.000																						1,561.000000	
0000001583	0000000001	0000000001	製造指図出庫	10133259			8149770-0012	1210	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ			30.000	BL0	2025/09/25	2025/10/15	0050	50120440	P0A518002	IK-5180 U02 POWER PCB	2025/09/25	30.000	0.000	0.000	30.000	PC1		2025/08/28	2025/09/18	30.000	30.000	0.000	A0801	A0802	＊	＊＊○＊＊＊＊－		0	2,101	1,770	0.000	0.000	0.000	0.000	32.000	E	21,269.000000	
0000001584	0000000002	0000000002	製造指図出庫	40162037	I-0338415-10	338415-0010	8057988-0062		A00A2104100	FC-20K-20T-03 Ver3.2			1.000	C25	2025/10/21	2025/11/21	0610	50120644	P0A518002	IK-5180 U02 POWER PCB	2025/10/21	1.000	0.000	0.000	1.000	PC1		2025/09/25	2025/10/16	11.000	1.000	10.000	A0801	A0802	○	○○○○○○○－		0	771	649	0.000	0.000	0.000	0.000	32.000	E	21,269.000000	
0000001585	0000000003	0000000002	製造指図出庫	10133275			8153687-0012	1210	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ			10.000	BL0	2025/10/23	2025/11/10	0050	50120644	P0A518002	IK-5180 U02 POWER PCB	2025/10/23	10.000	0.000	0.000	10.000	PC1		2025/09/25	2025/10/16	11.000	10.000	0.000	A0801	A0802	○	○○○○○○○－		0	771	649	0.000	0.000	0.000	0.000	32.000	E	21,269.000000	
0000001586	0000000004		製造指図出庫	10133521			8169950-0012	1210	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ			10.000	BL0	2025/11/07	2025/11/26	0050		P0A518002	IK-5180 U02 POWER PCB	2025/11/07	10.000	0.000	0.000	10.000																						21,269.000000	
0000001587	0000000005		製造指図出庫	10133556			8173113-0012	1210	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ			10.000	BL0	2026/01/09	2026/01/23	0050		P0A518002	IK-5180 U02 POWER PCB	2026/01/09	10.000	0.000	0.000	10.000																						21,269.000000	
0000001588	0000000006		製造指図出庫	10133983			8193685-0012	1210	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ			10.000	B58	2026/01/28	2026/02/13	0050		P0A518002	IK-5180 U02 POWER PCB	2026/01/28	10.000	0.000	0.000	10.000																						21,269.000000	
0000001589	0000000007		製造指図出庫	10133557			8173114-0012	1210	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ			10.000	BL0	2026/02/09	2026/02/20	0050		P0A518002	IK-5180 U02 POWER PCB	2026/02/09	10.000	0.000	0.000	10.000																						21,269.000000	
0000001590	0000000008		製造指図出庫	10133558			8173115-0012	1210	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ			10.000	BL0	2026/03/06	2026/03/19	0050		P0A518002	IK-5180 U02 POWER PCB	2026/03/06	10.000	0.000	0.000	10.000																						21,269.000000	
0000001591	0000000001		製造指図出庫	RWF89581K			7926639-0007						1.000	C40	2024/09/03	2025/09/26	X007		P0A527800	CK-5278 SUBDCS.PCB	2024/09/03	1.000	1.000	1.000	0.000																						4,283.000000	
0000001592	0000000002		製造指図出庫	40163822	G-0341893-10	341893-0010	8103493-0112		A00A1977100	OZ-INV(FW) 230kW			1.000	C17	2025/11/05	2026/01/07	1110		P0A527800	CK-5278 SUBDCS.PCB	2025/11/05	1.000	1.000	0.000	1.000																						4,283.000000	
0000001593	0000000001		製造指図出庫	40164867	I-0316840-10-01-07		8153829-0063		A00A1954404	切替盤			1.000	C28	2025/06/09	2025/11/06	0630		P0A530800	IK-5308 D (F) TOTAL CTRL	2025/06/09	1.000	4.000	1.000	0.000																						45,863.000000	
